rank,finalWorth,personName,age,country,city,source,industries,selfMade,gender,birthYear,birthMonth,cpi_country,gdp_country,tertiary_education,primary_education,life_expectancy,total_tax_rate,population_country,latitude,longitude
1516,2.0,Michael Jordan,60.0,United States,Jupiter,"Charlotte Hornets, endorsements",Sports,True,M,1963.0,2.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1516,2.0,Diane Kemper,77.0,United States,New York,Real estate,Real Estate,False,F,1945.0,7.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1516,2.0,Shlomo Kramer,57.0,Israel,Tel Aviv,"Software, investments",Technology,True,M,1966.0,3.0,108.15,"$395,098,666,122 ",63.4,104.9,82.8,25.3,9.0533,31.046051,34.851612
1516,2.0,Heikki Kyostila,77.0,Finland,Helsinki,Dental products,Healthcare,True,M,1946.0,1.0,112.33,"$268,761,201,365 ",88.2,100.2,81.7,36.6,5.520314,61.92411,25.748151
1516,2.0,Martin Lau,50.0,Hong Kong,Hong Kong,E-commerce,Technology,True,M,1973.0,4.0,125.08,"$19,910,000,000,000",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1516,2.0,Li Min,57.0,China,Fuzhou,Semiconductor,Technology,True,M,1965.0,12.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1516,2.0,Liang Rubo,40.0,China,Beijing,TikTok,Technology,True,M,1983.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1516,2.0,Liang Zhaoxian,58.0,China,Foshan,Appliances,Manufacturing,False,M,1965.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1516,2.0,Lin Fanlian,61.0,China,Linyi,"Energy, real estate",Energy,True,M,1961.0,6.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1516,2.0,Aloke Lohia,64.0,Thailand,Bangkok,Petrochemicals,Manufacturing,False,M,1958.0,11.0,113.27,"$543,649,976,166 ",49.3,99.8,76.9,29.5,69.625582,15.870032,100.992541
1516,2.0,Bill Malhotra,73.0,Canada,Ottawa,Real estate,Real Estate,True,M,1949.0,9.0,116.76,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,36.991981,56.130366,-106.346771
1516,2.0,Alexander Mamut,63.0,Israel,Tel Aviv,Investments,Finance & Investments,True,M,1960.0,1.0,108.15,"$395,098,666,122 ",63.4,104.9,82.8,25.3,9.0533,31.046051,34.851612
1516,2.0,Craig McCaw,73.0,United States,Hunts Point,Telecom,Telecom,False,M,1949.0,8.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1516,2.0,Cunhui Nan,59.0,China,Wenzhou,Power equipment,Manufacturing,True,M,1963.0,7.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1516,2.0,Tengyun Nie & family,47.0,China,Shanghai,Logistics,Service,True,M,1976.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1516,2.0,Oei Hong Leong,75.0,Singapore,Singapore,Investments,Finance & Investments,False,M,1948.0,3.0,114.41,"$372,062,527,489 ",84.8,100.6,83.1,21.0,5.703569,1.352083,103.819836
1516,2.0,Clive Palmer,69.0,Australia,Brisbane,Mining,Metals & Mining,True,M,1954.0,3.0,119.8,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,25.766605,-25.274398,133.775136
1516,2.0,Matthew Prince,48.0,United States,Park City,Cybersecurity,Technology,True,M,1975.0,1.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1516,2.0,Linda Pritzker,69.0,United States,Missoula,"Hotels, investments",Service,False,F,1953.0,9.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1516,2.0,P.V. Krishna Reddy,53.0,India,Hyderabad,Infrastructure,Construction & Engineering,True,M,1969.0,6.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
1516,2.0,Bianca Rinehart,46.0,Australia,Brisbane,Mining,Metals & Mining,False,F,1977.0,3.0,119.8,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,25.766605,-25.274398,133.775136
1516,2.0,Ginia Rinehart,36.0,Australia,Sydney,Mining,Metals & Mining,False,F,1986.0,9.0,119.8,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,25.766605,-25.274398,133.775136
1516,2.0,T. Denny Sanford,87.0,United States,Sioux Falls,"Banking, credit cards",Finance & Investments,True,M,1935.0,12.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1516,2.0,Bhadresh Shah,71.0,India,Ahmedabad,Engineering,Manufacturing,True,M,1951.0,10.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
1516,2.0,Zygmunt Solorz-Zak,66.0,Poland,Warsaw,TV broadcasting,Media & Entertainment,True,M,1956.0,8.0,114.11,"$592,164,400,688 ",67.8,100.0,77.6,40.8,37.970874,51.919438,19.145136
1516,2.0,Michal Strnad,30.0,,,Defense Contracting,Manufacturing,False,M,1992.0,8.0,,,,,,,,,
1516,2.0,Sylvia Stroeher,67.0,Germany,Darmstadt,Cosmetics,Fashion & Retail,False,F,1955.0,5.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
1516,2.0,Otto Toto Sugiri,69.0,Indonesia,Jakarta,Data centers,Technology,True,M,1953.0,9.0,151.18,"$1,119,190,780,753 ",36.3,106.4,71.5,30.1,270.203917,-0.789275,113.921327
1516,2.0,Larry Tanenbaum,77.0,Canada,Toronto,Sports,Sports,True,M,1945.0,7.0,116.76,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,36.991981,56.130366,-106.346771
1516,2.0,Wichai Thongtang,76.0,Thailand,Bangkok,Investments,Finance & Investments,True,M,1947.0,1.0,113.27,"$543,649,976,166 ",49.3,99.8,76.9,29.5,69.625582,15.870032,100.992541
1516,2.0,Ion Tiriac,83.0,Romania,Bucharest,"Banking, insurance",Finance & Investments,True,M,1939.0,5.0,123.78,"$250,077,444,017 ",49.4,85.2,75.4,20.0,19.356544,45.943161,24.96676
1516,2.0,Hope Welker,37.0,United States,New York,Mining,Metals & Mining,False,F,1985.0,8.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1516,2.0,William Young,82.0,United States,Ypsilanti,Plastics,Manufacturing,True,M,1941.0,1.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1516,2.0,Ales Zavoral,46.0,,,E-commerce,Fashion & Retail,True,M,1976.0,10.0,,,,,,,,,
1516,2.0,Zhang Fan,57.0,China,Shenzhen,Touch screens,Technology,True,M,1965.0,12.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1516,2.0,Shilong Zhang & family,57.0,China,Beijing,Semiconductor,Technology,True,M,1966.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1516,2.0,Zhang Wanzhen,73.0,China,Chaozhou,Electronics components,Manufacturing,True,M,1949.0,12.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1516,2.0,Hongfei Zhao,48.0,China,Beijing,Software,Technology,True,M,1974.0,6.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1516,2.0,Zhou Jian,46.0,China,Shenzhen,Solar energy equipment,Energy,True,M,1976.0,7.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1516,2.0,Zhu Yiwen & family,59.0,China,Shanghai,Healthcare,Healthcare,True,M,1964.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1575,1.9,Roberto Angelini Rossi,74.0,Chile,Santiago,"Forestry, mining",Diversified,False,M,1948.0,7.0,131.91,"$282,318,159,745 ",88.5,101.4,80.0,34.0,18.952038,-35.675147,-71.542969
1575,1.9,Mika Anttonen,56.0,Finland,Helsinki,Oil & gas,Energy,True,M,1966.0,12.0,112.33,"$268,761,201,365 ",88.2,100.2,81.7,36.6,5.520314,61.92411,25.748151
1575,1.9,David Blitzer,53.0,United States,New York,Sports,Sports,True,M,1969.0,9.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1575,1.9,Julio Bozano,87.0,Brazil,Rio de Janeiro,Banking,Finance & Investments,True,M,1936.0,2.0,167.4,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,212.559417,-14.235004,-51.92528
1575,1.9,Nikolai Buinov,55.0,Russia,Irkutsk,"Oil, gas",Energy,True,M,1967.0,7.0,180.75,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,144.373535,61.52401,105.318756
1575,1.9,Nicola Bulgari,82.0,Italy,Rome,Luxury goods,Fashion & Retail,False,M,1941.0,1.0,110.62,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,60.297396,41.87194,12.56738
1575,1.9,"Howard Butt, III. & family",71.0,United States,San Antonio,Supermarkets,Fashion & Retail,False,M,1952.0,4.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1575,1.9,Stephen Butt & family,67.0,,,Supermarkets,Fashion & Retail,False,M,1955.0,5.0,,,,,,,,,
1575,1.9,Jianxing Che,56.0,China,Shanghai,Furniture retailing,Fashion & Retail,True,M,1966.0,7.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1575,1.9,Huxiong Chen,52.0,China,Shanghai,Stationery,Manufacturing,True,M,1970.0,7.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1575,1.9,Chen Qiongxiang,,China,Ningde,Batteries,Energy,True,F,,,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1575,1.9,Chen Zhisong,57.0,China,Xiamen,Communication equipment,Technology,True,M,1966.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1575,1.9,Manas Chiaravanond,,Thailand,Bangkok,Diversified,Diversified,False,M,,,113.27,"$543,649,976,166 ",49.3,99.8,76.9,29.5,69.625582,15.870032,100.992541
1575,1.9,Prathip Chiravanond,74.0,Thailand,Bangkok,Diversified,Diversified,False,M,1948.0,10.0,113.27,"$543,649,976,166 ",49.3,99.8,76.9,29.5,69.625582,15.870032,100.992541
1575,1.9,Alexandra Daitch,60.0,United States,Old Lyme,Cargill,Food & Beverage,False,F,1963.0,1.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1575,1.9,Sol Daurella,57.0,Spain,Madrid,Coca-Cola bottler,Food & Beverage,False,F,1966.0,1.0,110.96,"$1,394,116,310,769 ",88.9,102.7,83.3,47.0,47.076781,40.463667,-3.74922
1575,1.9,Mark Davis,67.0,United States,Henderson,Las Vegas Raiders,Sports,False,M,1955.0,5.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1575,1.9,James Dinan,63.0,United States,North Salem,Hedge funds,Finance & Investments,True,M,1959.0,5.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1575,1.9,Dong Fan,53.0,China,Zhuhai,Medical devices,Healthcare,True,M,,,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1575,1.9,Fritz Draexlmaier,,Germany,Landshut,Auto parts,Automotive,False,M,,,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
1575,1.9,Bulent Eczacibasi,73.0,Turkey,Istanbul,"Pharmaceuticals, diversified",Diversified,False,M,1949.0,12.0,234.44,"$754,411,708,203 ",23.9,93.2,77.4,42.3,83.429615,38.963745,35.243322
1575,1.9,Faruk Eczacibasi,68.0,Turkey,Istanbul,"Pharmaceuticals, diversified",Diversified,False,M,1954.0,6.0,234.44,"$754,411,708,203 ",23.9,93.2,77.4,42.3,83.429615,38.963745,35.243322
1575,1.9,Eduardo Eurnekian,90.0,Argentina,Buenos Aires,"Airports, investments",Diversified,True,M,1932.0,12.0,232.75,"$449,663,446,954 ",90.0,109.7,76.5,106.3,44.938712,-38.416097,-63.616672
1575,1.9,David Fong,65.0,Hong Kong,Hong Kong,Real estate,Real Estate,False,M,1957.0,5.0,125.08,"$19,910,000,000,000",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1575,1.9,Guo Zhenyu & family,59.0,China,Kunming,Cosmetics,Fashion & Retail,True,M,1963.0,11.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1575,1.9,Surjit Kumar Gupta,81.0,India,Delhi,Electrical equipment,Manufacturing,False,M,1942.0,1.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
1575,1.9,Caroline Hagen Kjos,39.0,Switzerland,Wollerau,Conglomerate,Diversified,False,F,1984.0,1.0,99.55,"$703,082,435,360 ",59.6,105.2,83.6,28.8,8.574832,46.818188,8.227512
1575,1.9,Roberto Hernandez Ramirez,81.0,Mexico,Mexico City,"Banking, investments",Finance & Investments,True,M,1942.0,3.0,141.54,"$1,258,286,717,125 ",40.2,105.8,75.0,55.1,126.014024,23.634501,-102.552784
1575,1.9,Reid Hoffman,55.0,United States,Palo Alto,LinkedIn,Technology,True,M,1967.0,8.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1575,1.9,Hu Rongda & family,64.0,China,Jinhua,Chemicals,Manufacturing,True,M,1959.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1575,1.9,"B. Wayne Hughes, Jr.",63.0,United States,Jackson,Storage facilities,Real Estate,False,M,1959.0,5.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1575,1.9,Hui Wing Mau,72.0,Hong Kong,Hong Kong,Real estate,Real Estate,True,M,1950.0,7.0,125.08,"$19,910,000,000,000",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1575,1.9,Scott Kapnick,64.0,United States,Naples,Private equity,Finance & Investments,True,M,1959.0,2.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1575,1.9,Richard Kayne,77.0,United States,Santa Monica,Investments,Finance & Investments,True,M,1946.0,1.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1575,1.9,Dominika Kulczyk,45.0,United Kingdom,London,Diversified,Finance & Investments,False,F,1977.0,7.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
1575,1.9,Edward Lampert,60.0,United States,Miami Beach,Sears,Finance & Investments,True,M,1962.0,7.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1575,1.9,Somsri Lamsam,,Thailand,Bangkok,Diversified,Diversified,False,M,,,113.27,"$543,649,976,166 ",49.3,99.8,76.9,29.5,69.625582,15.870032,100.992541
1575,1.9,James Leprino,85.0,United States,Indian Hills,Cheese,Food & Beverage,False,M,1937.0,11.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1575,1.9,David Lichtenstein,61.0,United States,Monsey,Real estate,Real Estate,True,M,1961.0,11.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1575,1.9,Lin Dingqiang & family,56.0,China,Beijing,Real estate,Real Estate,True,M,1966.0,10.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1575,1.9,Sarah MacMillan,69.0,United States,Los Angeles,Cargill,Food & Beverage,False,F,1954.0,1.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1575,1.9,Strive Masiyiwa,62.0,United Kingdom,London,Telecom,Telecom,True,M,1961.0,1.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
1575,1.9,Robert Miller,89.0,Hong Kong,Hong Kong,Retail,Fashion & Retail,True,M,1933.0,5.0,125.08,"$19,910,000,000,000",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1575,1.9,Simon Nixon,55.0,United Kingdom,"St. Brelade, Jersey",Price comparison website,Technology,True,M,1967.0,8.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
1575,1.9,Kentaro Ogawa,74.0,Japan,Tokyo,Restaurants,Food & Beverage,True,M,1948.0,7.0,105.48,"$5,081,769,542,380 ",63.2,98.8,84.2,46.7,126.226568,36.204824,138.252924
1575,1.9,Ajay Parekh,65.0,India,Mumbai,Adhesives,Manufacturing,False,M,1957.0,6.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
1575,1.9,Narendrakumar Parekh,84.0,India,Mumbai,Adhesives,Manufacturing,False,M,1938.0,4.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
1575,1.9,Jennifer Pritzker,72.0,United States,Chicago,"Hotels, investments",Finance & Investments,False,F,1950.0,8.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1575,1.9,G. Rajendran,80.0,India,Chennai,Jewellery,Fashion & Retail,True,M,1942.0,10.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
1575,1.9,Ren Jianhua,66.0,China,Hangzhou,Kitchen appliances,Manufacturing,True,M,1956.0,8.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1575,1.9,Larry Robbins,53.0,United States,Alpine,Hedge funds,Finance & Investments,True,M,1969.0,10.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1575,1.9,Dwight Schar,81.0,United States,Palm Beach,"Homebuilding, NFL team",Construction & Engineering,True,M,1942.0,2.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1575,1.9,Shao Jianxiong,,China,Hangzhou,Photovoltaics,Energy,True,M,,,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1575,1.9,Qinxiang Shao,68.0,China,Hangzhou,Diversified,Manufacturing,True,M,1954.0,9.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1575,1.9,Hua Shen,60.0,China,Jiaxing,Semiconductors,Technology,True,M,1963.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1575,1.9,Shi Wen-long,95.0,Taiwan,Tainan,Plastics,Manufacturing,True,M,1928.0,2.0,,,,,,,,,
1575,1.9,Peter Sondakh,73.0,Indonesia,Surabaya,Investments,Finance & Investments,True,M,1950.0,2.0,151.18,"$1,119,190,780,753 ",36.3,106.4,71.5,30.1,270.203917,-0.789275,113.921327
1575,1.9,Lucy Stitzer,63.0,United States,Greenwich,Cargill,Food & Beverage,False,F,1960.0,1.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1575,1.9,Elizabeth Sy,70.0,Philippines,Manila,Diversified,Diversified,False,F,1952.0,6.0,129.61,"$376,795,508,680 ",35.5,107.5,71.1,43.1,108.116615,12.879721,121.774017
1575,1.9,Hermanto Tanoko,60.0,Indonesia,Surabaya,Paints,Manufacturing,False,M,1962.0,9.0,151.18,"$1,119,190,780,753 ",36.3,106.4,71.5,30.1,270.203917,-0.789275,113.921327
1575,1.9,Mehmet Sinan Tara,64.0,Turkey,Istanbul,Construction,Construction & Engineering,False,M,1958.0,5.0,234.44,"$754,411,708,203 ",23.9,93.2,77.4,42.3,83.429615,38.963745,35.243322
1575,1.9,Masateru Uno & family,76.0,Japan,Fukuoka,Drugstores,Fashion & Retail,True,M,1947.0,2.0,105.48,"$5,081,769,542,380 ",63.2,98.8,84.2,46.7,126.226568,36.204824,138.252924
1575,1.9,Vardis Vardinoyannis & family,90.0,Greece,Athens,Oil and gas,Energy,True,M,1933.0,1.0,101.87,"$209,852,761,469 ",136.6,99.6,81.3,51.9,10.716322,39.074208,21.824312
1575,1.9,Jitendra Virwani,57.0,India,Bangalore,Real estate,Real Estate,False,M,1966.0,2.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
1575,1.9,Wang Chaobin,67.0,China,Zhengzhou,Real estate,Real Estate,True,M,1956.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1575,1.9,Wang Ren-sheng,91.0,China,Zhengzhou,Retail,Fashion & Retail,True,M,1931.0,12.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1575,1.9,Charlotte Colket Weber,80.0,United States,Hobe Sound,Campbell Soup,Food & Beverage,False,F,1942.0,11.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1575,1.9,Xie Juhua & family,72.0,China,Nanjing,Pharmaceuticals,Healthcare,False,F,1951.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1575,1.9,Chuanhua Xu & family,88.0,China,Hangzhou,"Chemicals, logistics",Manufacturing,True,M,1935.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1575,1.9,Gavril Yushvaev & family,65.0,Israel,,"Precious metals, real estate",Finance & Investments,True,M,1957.0,7.0,108.15,"$395,098,666,122 ",63.4,104.9,82.8,25.3,9.0533,31.046051,34.851612
1575,1.9,Zhang Hongwei,68.0,China,Beijing,"Oil, banking",Diversified,True,M,1954.0,12.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1575,1.9,Anita Zucker,71.0,United States,Charleston,Chemicals,Manufacturing,False,F,1952.0,1.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1647,1.8,Cameron Adams,43.0,Australia,Sydney,Software,Technology,True,M,1979.0,12.0,119.8,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,25.766605,-25.274398,133.775136
1647,1.8,Will Adderley,51.0,United Kingdom,,Home furnishings,Fashion & Retail,False,M,1972.0,3.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
1647,1.8,Faisal Bin Qassim Al Thani,75.0,Qatar,Doha,"Hotels, diversified",Diversified,True,M,1948.0,1.0,115.38,"$183,466,208,791 ",17.9,103.8,80.1,11.3,2.832067,25.354826,51.183884
1647,1.8,Leslie Alexander,79.0,United States,Houston,Sports team,Sports,True,M,1943.0,6.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1647,1.8,Masaaki Arai,57.0,Japan,Tokyo,Home sales,Real Estate,True,M,1965.0,10.0,105.48,"$5,081,769,542,380 ",63.2,98.8,84.2,46.7,126.226568,36.204824,138.252924
1647,1.8,Sabrina Benetton,49.0,Italy,Treviso,"Fashion retail, investments",Fashion & Retail,False,F,1973.0,10.0,110.62,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,60.297396,41.87194,12.56738
1647,1.8,Sanjeev Bikhchandani,59.0,India,Delhi,Internet,Technology,True,M,1963.0,6.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
1647,1.8,O. Francis Biondi,58.0,United States,New York,Hedge funds,Finance & Investments,True,M,1964.0,7.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1647,1.8,Alejandro Bulgheroni,78.0,Uruguay,Manantiales,Oil & gas,Energy,False,M,1944.0,11.0,202.92,"$56,045,912,952 ",63.1,108.5,77.8,41.8,3.461734,-32.522779,-55.765835
1647,1.8,R.G. Chandramogan,74.0,India,Chennai,Dairy,Food & Beverage,True,M,1949.0,3.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
1647,1.8,Binod Chaudhary,67.0,Nepal,Kathmandu,Diversified,Diversified,False,M,1955.0,4.0,188.73,"$30,641,380,604 ",12.4,142.1,70.5,41.8,28.60871,28.394857,84.124008
1647,1.8,Parker Conrad,42.0,United States,San Francisco,Software,Technology,True,M,1980.0,4.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1647,1.8,Tim Cook,62.0,United States,Cupertino,Apple,Technology,True,M,1960.0,11.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1647,1.8,Mark Coombs,62.0,United Kingdom,London,Finance,Finance & Investments,True,M,1961.0,1.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
1647,1.8,John de Mol,68.0,Netherlands,Blaricum,TV programs,Media & Entertainment,True,M,1955.0,3.0,115.91,"$909,070,395,161 ",85.0,104.2,81.8,41.2,17.33285,52.132633,5.291266
